id,region,year,text,sentiment,dimensions
1241,American,2022-05,"Within IT, very high contractor to FTE ratio and insufficient level of internal (FTE) resources which makes it difficult to sustain new knowledge and expertise due to contractor churn coupled with inability to hire/convert. There is a strong preference to outsource/partner to manage risk and liability rather than to build and assemble winning teams using internal resources. Its a large company, so there is lots of governance and process which can feel like its difficult to get things done. There is some degree of re-organisation that occurs every 18-24 mths due to leadership changes/transformation work. Internal resources are often overloaded and diversity (gender and ethnicity) remains a challenge (not just a divisional issue, it's an industry issue).",negative,Collaboration|Respect|Belonging|Leadership
1242,Singapore,2022-05,Sometimes I feel like I don't get pushed to my limits,positive,Belonging
1243,Singapore,2022-05,very silo-ed no opportunity for growth,negative,Leadership
1244,Australia,2022-05,"Unbelievably toxic culture, team leaders/supers/mgmt hired on who they're friends with in management, instead of competence. This leaves competent people who want to do a good job stuck doing the job, unable to change anything while incompetent people run the place. More and more and more work was offshored to India, but we were told we were still responsible for keeping things operational. We couldn't even build servers or purchase licenses, everything had to be a ticket or required change management. Ultimately, we were 100% responsible for network/compute operations but couldn't get the permissions or ability to even do the work required to run the place. Biggest disappointment was discovering at the last minute that some full time employees were all going to be replaced with contractors. Except, they didn't tell us that, they just went and did it. Only a matter of time until they outsourced our positions to India and replaced us. If only they had the decency to tell us. Also, no training or career progression of any kind. I was investigated by Ethics and Integrity for trying to book tickets to Cisco Live. Insane. Pay was poor considering you were on an industrial site doing a job they couldn't get people to do.",negative,Leadership|Collaboration|Inclusion|Recognition|Respect
1245,American,2022-05,high expectations and can at times be a high pressure environment.,negative,Leadership
1246,American,2022-05,Pay not as competitive as Competition Lots of Politics The louder you speak the higher you go,negative,Leadership
1247,American,2022-05,Politics within big company resulting in slow decision making,negative,Leadership
1248,Canada,2022-05,Advancement is on the slow path,negative,Respect
1249,Canada,2022-04,- Long hours - Work culture,negative,Recognition
1250,Australia,2022-05,Poor management and Lack of leadership,negative,Leadership
1251,American,2022-04,Top heavy corporate management &amp; inter departmental politics.,positive,Leadership
1252,American,2022-04,Coordinating with internal teams in different global regions,positive,Collaboration
1253,American,2022-04,"Nothing really, happy with it all",negative,Belonging
1254,Singapore,2022-04,"Lack of compassionate management, lots and lots of politics.",negative,Leadership
1255,South Africa,2022-04,"As a huge company, exposure can be limited. Unlike small companies where one can be exposed to every area of the business",positive,Leadership|Collaboration
1256,Canada,2022-03,Normally it is a heavy hierarchy and some time lakes of communication,negative,Collaboration
1257,American,2022-03,"They don't like it if you share your genuine opinion, they just want you to do the work silently.",positive,Respect
1258,American,2022-03,None I can think of.,negative,Belonging
1259,Canada,2022-03,Big workload Unionized operators complicating the ways to improve the operations,negative,Collaboration
1260,Australia,2022-03,"External vendor soup - everything in their IT sections is outsourced. Red tape - there is more bureaucracy then a public service, you won't get anything done. Senior management has a ""everything is ok"" approach when the reality is very different.",positive,Respect|Leadership
1261,Canada,2022-03,"Big difference in culture between corporate based jobs and operational. Very political and opportunities for growth are mostly given to people that are extremely good at networking. Company very risk averse, limited growth in terms of new functions or acquisitions, but new teams are always being added.",positive,Collaboration|Leadership
1262,American,2022-03,Not much. Harsh working conditions,negative,Belonging|Collaboration
1263,Australia,2022-02,Male orientated workplace focusing on men,positive,Collaboration
1264,Australia,2022-03,"Large bureaucracy, silos, too many roles based in the city rather than residential in the Pilbara",negative,Leadership
1265,American,2022-03,"Company is too big to navigate, some areas are full of politics, salary is lower than industry average, losing people to BHP",negative,Leadership
1266,American,2022-03,none. with the company to date,negative,Belonging
1267,American,2022-03,Rio Tinto is also large and slow to respond to market demand. Meritocracy is not embed in its processes and therefore employee morale is often low and turn over is significant.,negative,Leadership
1268,Australia,2022-02,"Usual HR issues, poor communication",negative,Leadership
1269,American,2022-02,"Unfortunately with the current market, the current employee value proposition is no longer competitive and is extremely underwhelming at best. You're much better off practically any other company - as they consider as a cheap Rio Tinto the training ground.",negative,Belonging|Respect
1270,Canada,2022-02,More emphasis given to learning on the job. Very stringent when it comes to formal classes from eg vendors.,positive,Innovation|Respect
1271,South Africa,2022-02,Too long to rise through the ranks,negative,Leadership
1272,American,2022-02,On site good is terrible,negative,Collaboration
1273,Australia,2022-02,Haven for narrow minded thinkers and bullies.,positive,Respect
1274,Australia,2022-01,Pay is not based on experience or qualifications. New employees are commonly on close to or more than people who have been with the company for a long time,negative,Inclusion|Collaboration
1275,Singapore,2022-02,Many many reorganizations managed by leaders who bully staff to take roles to avoid redundancy payouts. Leaders only care for financial results and do not care about the people who work for them. Office in Singapore is very divided between expats and locals.,negative,Leadership|Collaboration
1276,American,2022-01,"Very lean, experience highly dependent on quality of leadership",positive,Belonging
1277,American,2022-01,Perth is a bit too quite,negative,Respect
1278,Australia,2022-01,Low salary relative to tech companies.,negative,Recognition
1279,American,2022-01,"Beurocracy, Red tape, lots of process, slow to react, MOC",negative,Leadership
1280,Australia,2022-01,"Nil, nothing to add really",negative,Belonging
1281,American,2022-01,"Slow to implement, decisions made ad hoc and often at senior levels",negative,Leadership
